PARTICIPANT_FLOW_ID|NCT_ID|PERIOD_TITLE|RECRUITMENT_DETAILS|PRE_ASSIGNMENT_DETAILS
14645|NCT01179334|Treatment Period|Only participants with symptomatic Pulmonary arterial hypertension (PAH) could participate in this study. Subjects must be on pre-treatment with sildenafil at a dose of 20 mg three times daily (tid) (20 or 25 mg tid in New Zealand) for at least 90 days.|24 subjects were enrolled in 11 study centers in 5 European countries. Six of the 24 subjects were screened but not randomized (screen failure [6]). 18 of the 24 participants were randomized. All of the 18 randomized participants received study medication.
14646|NCT01179334|Long-term Extension (LTE) Period|Only participants with symptomatic Pulmonary arterial hypertension (PAH) could participate in this study. Subjects must be on pre-treatment with sildenafil at a dose of 20 mg three times daily (tid) (20 or 25 mg tid in New Zealand) for at least 90 days.|24 subjects were enrolled in 11 study centers in 5 European countries. Six of the 24 subjects were screened but not randomized (screen failure [6]). 18 of the 24 participants were randomized. All of the 18 randomized participants received study medication.
14647|NCT01179347|Double-blind Period (12 Weeks)||First part: double-blind, duration was 12 weeks, 464 patients were randomised to either Tio R5 or placebo in a 2:1 ratio, but 1 randomised patient was not treated. Second part: open-label, all patients received the active treatment for a minimum of 12 weeks to enlarge the safety database.
14648|NCT01218958|Overall Study|Potential subjects were screened up to 14 days before administration of study drug (Study Day 0).|A dynamic randomization was implemented to optimize balancing treatment assignment for 4 prespecified factors: gender, subject's baseline goal of abstinence (ie, yes/no), presence of abstinence prior to randomization, and study site.
14649|NCT01218971|Overall Study||
14650|NCT01218984|Overall Study||
14731|NCT01127438|Overall Study||
14732|NCT01127581|Overall Study|Pregnant women who required to be induced were recruited at 35 sites in the US.|None.
14733|NCT01127607|Phase I (Within Subjects)|Participants were recruited by direct advertisement as well as from referrals from mental health and medical providers.|Participants first stabilized on LDX in 3 week open label trial starting at 30mg + increasing by 20mg/week until optimal dose was found. Those unable to tolerate LDX or not responsive to it were discontinued. 38 enrolled; 8 dropped out due to adverse events + 3 were lost to follow up in med phase, leaving 27.
14734|NCT01151215|Overall Study||482 patients were enrolled into the study, of these, 123 patients failed screening and 359 patients were randomized, 120 to AZD8931 40mg(bd) plus anastrozole 1mg (od), 118 to AZD8931 20mg(bd) plus anastrozole 1mg (od) and 121 to placebo(bd) plus anastrozole 1mg(od)
14013|NCT01078207|Overall Study|From Feb 2010 to Oct 2010 adults at high risk for obstructive sleep apnea scheduled for general surgery requiring analgesia with an expected over night hospital stay were recruited from the hospital clinic.|None
14014|NCT01078220|Overall Study||
14015|NCT01078298|Overall Study||
13731|NCT01098461|Treatment Period (TP) (16 Weeks)||Participants (par.) who met eligibility criteria and completed a 4- to 8-week Run-in Period were then randomized to a 16-week Treatment Period, followed by an 8-week Follow-up Period. A total of 215 participants were randomized, and 212 received >=1 treatment dose.
13732|NCT01098461|Follow-up (FU) Period (8 Weeks)||Participants (par.) who met eligibility criteria and completed a 4- to 8-week Run-in Period were then randomized to a 16-week Treatment Period, followed by an 8-week Follow-up Period. A total of 215 participants were randomized, and 212 received >=1 treatment dose.
13733|NCT01098500|Overall Study||This observational study was conducted and supported by GlaxoSmithKline.
13734|NCT01098539|Overall Study||Eligible participants entered into 2 weeks of Pre-screening and Screening; 4 weeks of Run-in/stabilization; 52-week Treatment Period for evaluation of efficacy and safety and 8 weeks of post treatment Follow-up. A total of 771 participants were screened, 507 were randomized and 495 received at least one dose of study treatment.
13735|NCT00999141|Overall Study|Patients were enrolled at 7 clinical sites in the United States, beginning September 2009 and completing in December 2009|79 participants were enrolled and screened. 2 were screen failures and 2 requested withdrawal. Therefore, 75 of the 79 enrolled were randomized.
13736|NCT00999544|Overall Study|All recruitment was conducted through a research clinic at a public university.|Subjects were initially screened for inclusion/exclusion criteria. Fifteen subjects signed the screening consent but only nine were qualified to participate and signed the study consent. One subject left the study before receiving any interventions.
13737|NCT00999596|Overall Study|Recruitment was initiated at out primary Diagnostic site in April 2010 and concluded in February 2011. A total of 35 diagnostic cases were obtained. Recruitment was initiated at out primary Screening site in May 2010 and concluded in November 2011.  A total of 67 screening cases were obtained.|The trial was to evaluate performance of a FFDM system.  During image acquisition FDA modified the trial criteria from an efficacy trial to a SE trial.  Images from our diag site prior to Nov could not be used in this study as mag views were now required. Mag views were acquired in Jan-Feb 2011. Selected images were used from our screen site.
13738|NCT01021813|DB Treatment Phase||Of the 781 participants randomized into the Treatment Phase, 522 were randomized to suvorexant and 259 were randomized to placebo. Two participants were randomized, but not treated (one from each treatment group); therefore, the total number of participants evaluated for safety was 779.
13739|NCT01021813|DB Randomized Discontinuation Phase||Of the 781 participants randomized into the Treatment Phase, 522 were randomized to suvorexant and 259 were randomized to placebo. Two participants were randomized, but not treated (one from each treatment group); therefore, the total number of participants evaluated for safety was 779.
13740|NCT01022112|Overall Study||
13741|NCT01022190|Overall Study|All subjects have been recruited|No participants were excluded
14183|NCT01101165|Period 1|05-Feb-2007 (first Informed Consent Form signed) to 06-Apr-2007 (last subject follow-up) at 1 site in the US (Evansville, IN).|225 subjects screened; 119 screen failures; 92 randomized and dosed; 12 discontinued and received study drug; 13 discontinued but did not receive study drug; 80 completed.
